,id,acousticness,danceability,energy,explicit,instrumentalness,key,liveness,loudness,mode,release_date,speechiness,tempo,valence,year,duration-min,popularity,release_month
15,3217,0.002,0.19699999999999998,0.6609999999999999,0,0.00466,9,0.235,-8.954,1,1974-08-03,0.0644,172.274,0.39899999999999997,1974,4.4,1,8
16,10140,0.0145,0.815,0.513,0,0.000102,1,0.14,-8.363,1,2020-01-17,0.1452,96.98200000000001,0.17,2020,4.9,4,1
17,2714,0.565,0.725,0.426,0,2.33e-06,9,0.11,-13.065999999999999,1,1993-05-24,0.0272,110.262,0.7909999999999999,1993,3.8,3,5
18,1332,0.809,0.353,0.39299999999999996,0,3.45e-05,5,0.4857,-10.853,0,1958-01-01,0.0675,132.14600000000002,0.24100000000000002,1958,6.650000000000001,1,1
19,10348,0.434,0.897,0.6459999999999999,0,0.139125,3,0.0912,-6.398,0,1987-01-01,0.0302,113.774,0.45399999999999996,1987,4.7,4,1
20,7295,0.0033299999999999996,0.488,0.9590000000000001,0,0.0767,9,0.025,-5.575,1,1984-01-01,0.0758,166.799,0.67,1984,4.2,3,1
21,12512,0.519,0.741,0.615,0,0.000344,0,0.40700000000000003,-8.072000000000001,1,1967-01-08,0.0358,128.496,0.799,1967,2.8,4,1
22,402,0.725,0.6509999999999999,0.0867,0,6.54e-05,5,0.16899999999999998,-18.882,1,1926-01-01,0.048,87.221,0.54,1926,3.1,3,1
23,12429,0.8190000000000001,0.49700000000000005,0.132,0,2.96e-06,4,0.0883,-18.248,1,1959-01-01,0.0423,129.403,0.47200000000000003,1959,3.2,1,1
24,15122,0.00024700000000000004,0.8029999999999999,0.7809999999999999,0,0.139125,4,0.0831,-8.687999999999999,0,2011-06-01,0.0593,124.014,0.743,2011,6.650000000000001,1,6
25,4446,3.41e-05,0.537,0.98,1,0.139125,11,0.4857,-7.644,0,2014-12-19,0.0533,139.998,0.34700000000000003,2014,4.0,1,12
26,9408,0.0686,0.5479999999999999,0.72,0,0.00023199999999999997,1,0.107,-9.777000000000001,0,1977-01-01,0.0409,140.966,0.45799999999999996,1977,3.8,4,1
27,5041,0.0377,0.523,0.8320000000000001,0,1.55e-06,6,0.4857,-5.996,1,2020-06-08,0.051,96.92299999999999,0.509,2020,5.8,1,6
28,10586,0.787,0.631,0.28,0,0.139125,7,0.205,-18.542,1,1964-01-01,0.0419,76.529,0.556,1964,3.9,2,1
29,8176,0.557,0.8079999999999999,0.508,0,0.0,0,0.0578,-6.428999999999999,0,2005-09-27,0.0409,130.999,0.82,2005,4.2,3,9
30,8101,0.8190000000000001,0.622,0.326,0,0.139125,4,0.4857,-18.177,1,2010-06-29,0.0407,100.45299999999999,0.49,2010,6.650000000000001,1,6
31,10157,0.6609999999999999,0.342,0.8079999999999999,0,0.0234,2,0.10400000000000001,-7.222,1,1965-03-12,0.0573,138.657,0.418,1965,2.7,2,3
32,8044,0.682,0.501,0.374,0,0.0,0,0.276,-6.489,1,1977-01-01,0.028999999999999998,166.69099999999997,0.813,1977,2.2,3,1
33,3082,0.00998,0.917,0.529,1,0.0,1,0.0884,-3.785,0,2020-06-11,0.10099999999999999,122.0,0.289,2020,2.5,4,6
34,7102,0.000891,0.48100000000000004,0.94,0,0.0,7,0.0939,-5.204,1,2000-05-16,0.066,96.493,0.66,2000,3.2,4,5
35,3625,0.861,0.49,0.297,0,0.0,0,0.0979,-6.504,1,2020-02-10,0.0305,127.079,0.27399999999999997,2020,3.9,2,2
36,14161,0.736,0.7190000000000001,0.22,0,9.4e-06,11,0.11800000000000001,-11.811,1,1994-01-01,0.0294,115.375,0.168,1994,4.3,3,1
37,13752,0.153,0.457,0.602,0,0.139125,7,0.132,-11.774000000000001,1,1979-01-01,0.0361,129.507,0.769,1979,2.7,2,1
38,7119,0.9129999999999999,0.652,0.267,0,4.91e-06,8,0.0986,-10.134,1,1927-01-01,0.081,143.142,0.9009999999999999,1927,2.7,1,1
39,11726,0.988,0.5489999999999999,0.276,0,0.139125,11,0.154,-17.845,1,1946-01-01,0.0394,143.393,0.846,1946,3.0,1,1
40,14714,2.62e-05,0.345,0.914,0,0.000352,9,0.16399999999999998,-5.145,1,1990-09-26,0.0696,150.149,0.188,1990,6.650000000000001,3,9
41,4236,0.9540000000000001,0.596,0.145,0,0.0012699999999999999,4,0.4857,-16.797,1,1994-01-01,0.0487,80.03,0.643,1994,2.9,3,1
42,15490,0.996,0.544,0.364,0,0.139125,7,0.266,-14.157,1,1925-12-07,0.0577,133.778,0.674,1925,2.5,1,12
43,3275,0.551,0.638,0.605,0,0.0,9,0.10099999999999999,-6.14,1,1964-01-03,0.0352,133.748,0.8690000000000001,1964,2.8,2,1
44,13169,0.958,0.53,0.14300000000000002,0,0.139125,8,0.278,-17.471,1,1959-12-14,0.0423,125.464,0.11900000000000001,1959,6.650000000000001,3,12
45,12880,0.0217,0.84,0.41200000000000003,0,0.139125,1,0.040999999999999995,-14.23,1,1967-01-01,0.055999999999999994,122.807,0.963,1967,2.6,3,1
46,7183,0.395,0.5489999999999999,0.636,1,0.0,10,0.0974,-3.923,0,2005-01-01,0.1452,182.363,0.6609999999999999,2005,4.2,4,1
47,6916,0.000851,0.6459999999999999,0.716,0,0.139125,1,0.179,-11.665,1,2020-03-03,0.0282,124.008,0.53,2020,4.5,2,3
48,13867,0.0144,0.603,0.9079999999999999,0,0.0,11,0.4857,-5.254,1,2000-10-24,0.1452,133.063,0.457,2000,3.1,4,10
49,326,0.43799999999999994,0.451,0.49700000000000005,0,0.0,0,0.4857,-9.427,1,2009-05-25,0.0313,123.156,0.7829999999999999,2009,5.3,1,5
50,1419,0.00883,0.578,0.765,0,7.19e-06,10,0.4857,-6.931,1,2020-03-13,0.0387,137.037,0.835,2020,3.9,1,3
51,1289,0.0239,0.8490000000000001,0.536,1,0.0,1,0.126,-7.307,1,2020-04-08,0.1452,141.964,0.308,2020,2.0,5,4
52,5952,0.0954,0.34700000000000003,0.934,0,0.139125,7,0.087,-7.438,1,2015-12-12,0.0764,147.037,0.28300000000000003,2015,1.5,1,12
53,164,0.42700000000000005,0.679,0.44299999999999995,1,0.0,10,0.106,-8.527999999999999,0,2019-04-10,0.1452,104.04899999999999,0.363,2019,3.0,4,4
54,5565,0.789,0.634,0.304,0,4.8200000000000006e-05,0,0.12300000000000001,-10.710999999999999,1,1958-01-01,0.0522,125.279,0.495,1958,3.8,3,1
55,6974,0.22,0.736,0.525,0,0.0015199999999999999,2,0.127,-9.693999999999999,1,2018-02-15,0.0296,102.98700000000001,0.529,2018,4.2,4,2
56,10355,0.0418,0.491,0.866,0,0.0011099999999999999,1,0.4857,-7.44,0,1981-01-01,0.0564,93.12899999999999,0.7829999999999999,1981,2.4,2,1
57,13017,0.662,0.602,0.616,0,0.0153,1,0.149,-10.917,1,1998-03-03,0.0353,108.01700000000001,0.31,1998,6.1,4,3
58,2608,0.0084,0.611,0.82,0,0.0,4,0.107,-2.784,1,2005-01-01,0.0316,94.98100000000001,0.7859999999999999,2005,3.6,4,1
59,3513,0.424,0.647,0.233,0,0.0014199999999999998,7,0.0914,-13.15,1,1993-04-25,0.0361,165.928,0.40299999999999997,1993,4.1,3,4
60,3926,0.7829999999999999,0.596,0.32799999999999996,0,0.0,9,0.0515,-9.502,0,1968-01-22,0.0348,126.359,0.387,1968,3.7,2,1
61,7760,0.331,0.405,0.6459999999999999,0,0.0,4,0.10300000000000001,-3.2060000000000004,0,2019-06-09,0.0476,130.218,0.17,2019,2.6,4,6
62,7121,0.816,0.505,0.653,0,0.139125,10,0.361,-8.779,1,1958-01-01,0.0525,119.39200000000001,0.564,1958,2.1,1,1
63,7083,0.904,0.433,0.45899999999999996,0,0.139125,7,0.10800000000000001,-8.41,1,1935-01-01,0.0418,154.805,0.726,1935,1.0,1,1
64,13322,0.7040000000000001,0.14300000000000002,0.456,0,0.139125,9,0.408,-7.654,0,1949-01-01,0.0335,73.646,0.0379,1949,2.2,1,1
65,14138,0.9059999999999999,0.39,0.27699999999999997,0,0.0009220000000000001,11,0.1,-13.61,1,1988-01-01,0.0325,144.26,0.21,1988,2.9,3,1
66,1087,0.941,0.41,0.535,0,0.0,3,0.226,-5.531000000000001,1,1957-02-23,0.0401,123.90899999999999,0.584,1957,1.9,1,2
67,15927,0.7390000000000001,0.391,0.455,0,0.00943,7,0.0869,-11.632,1,1979-01-01,0.033,79.72800000000001,0.282,1979,3.1,3,1
68,11153,0.546,0.585,0.256,0,0.0,2,0.4857,-17.089000000000002,1,1983-01-01,0.08,115.227,0.7929999999999999,1983,3.1,2,1
69,10846,0.5579999999999999,0.7240000000000001,0.503,0,0.0,10,0.0852,-6.155,0,1997-01-01,0.0359,90.169,0.9390000000000001,1997,3.1,3,1
70,8299,0.995,0.785,0.0766,0,0.0497,9,0.11199999999999999,-19.239,1,1929-10-22,0.0622,120.251,0.851,1929,3.0,1,10
71,2901,0.9640000000000001,0.307,0.10300000000000001,0,1.4000000000000001e-05,9,0.0992,-14.943,1,1962-01-12,0.0312,111.492,0.259,1962,2.2,1,1
72,4145,0.306,0.426,0.784,0,0.0,3,0.0695,-3.225,1,2007-10-23,0.0421,147.939,0.272,2007,3.8,3,10
73,6093,0.057,0.478,0.657,0,3.98e-05,11,0.151,-4.075,1,2009-11-26,0.0321,146.075,0.203,2009,3.7,1,11
74,11628,0.97,0.17800000000000002,0.158,0,0.139125,1,0.0856,-16.375999999999998,0,1945-01-01,0.0459,81.163,0.106,1945,6.650000000000001,1,1
75,3742,0.966,0.6990000000000001,0.349,0,0.0107,3,0.11,-9.852,1,1925-01-01,0.0553,158.655,0.883,1925,3.2,1,1
76,3233,0.662,0.657,0.54,0,0.0,5,0.12300000000000001,-7.675,1,2020-11-20,0.0287,136.97,0.625,2020,2.7,5,11
77,6793,0.21100000000000002,0.703,0.435,0,0.0107,4,0.102,-13.767999999999999,1,1981-09-11,0.0319,144.369,0.8640000000000001,1981,3.1,2,9
78,7997,0.9209999999999999,0.488,0.259,0,0.0,4,0.138,-15.484000000000002,0,1943-01-01,0.1452,197.69549999999998,0.7170000000000001,1943,2.4,1,1
79,8467,0.7090000000000001,0.62,0.486,0,0.139125,8,0.17800000000000002,-15.152000000000001,1,1956-01-01,0.0469,115.509,0.897,1956,3.1,1,1
80,4102,0.000293,0.409,0.71,0,0.139125,9,0.0827,-6.686,1,1990-09-10,0.0293,153.638,0.27399999999999997,1990,3.8,3,9
81,8704,0.0663,0.613,0.631,1,0.0,4,0.16899999999999998,-6.965,1,2020-08-12,0.12,149.99200000000002,0.33,2020,2.6,5,8
82,8748,0.253,0.446,0.73,0,0.00505,0,0.258,-6.48,1,1977-01-01,0.0271,78.64,0.789,1977,3.0,2,1
83,3662,0.0968,0.602,0.569,0,0.0,7,0.10400000000000001,-8.987,1,1995-10-13,0.023,95.022,0.196,1995,3.7,3,10
84,10679,0.33,0.7170000000000001,0.79,1,0.000125,11,0.4857,-4.213,1,2017-04-14,0.1452,125.985,0.371,2017,2.8,4,4
85,2812,0.0501,0.34700000000000003,0.235,0,0.129,7,0.0759,-17.775,1,1984-08-24,0.0287,92.42200000000001,0.0586,1984,6.650000000000001,3,8
86,15516,0.0725,0.191,0.406,0,0.139125,9,0.0734,-12.165,1,1997-09-06,0.0383,117.06200000000001,0.0374,1997,4.8,3,9
87,3616,0.0212,0.759,0.948,0,0.139125,1,0.366,-5.465,1,2019-12-13,0.114,134.085,0.18100000000000002,2019,2.5,1,12
88,11841,0.257,0.597,0.581,0,0.0,3,0.105,-9.72,1,1973-01-01,0.0449,107.20200000000001,0.885,1973,3.4,4,1
89,10331,0.18899999999999997,0.6,0.7609999999999999,0,0.0,9,0.214,-3.248,1,1999-01-01,0.0327,134.11,0.752,1999,5.0,3,1
90,12172,0.762,0.718,0.49700000000000005,0,0.0274,0,0.122,-15.499,1,1967-01-01,0.0607,89.119,0.894,1967,1.9,2,1
91,4878,0.9179999999999999,0.349,0.27699999999999997,0,0.139125,2,0.133,-13.045,0,1999-11-15,0.0343,69.988,0.16,1999,2.9,2,11
92,7753,0.345,0.578,0.778,0,0.0,5,0.27,-5.042,1,1996-03-26,0.0287,125.23700000000001,0.8809999999999999,1996,2.4,2,3
93,9652,0.0658,0.521,0.804,0,0.0,0,0.0521,-4.395,1,2014-01-07,0.0569,143.952,0.5529999999999999,2014,3.7,4,1
94,1678,0.39899999999999997,0.409,0.226,0,0.0,6,0.132,-15.290999999999999,1,1986-01-01,0.0279,67.084,0.21899999999999997,1986,3.8,2,1
95,15609,0.00213,0.698,0.662,0,0.139125,1,0.047,-12.58,1,1990-09-11,0.111,99.661,0.503,1990,5.0,3,9
96,14058,0.986,0.446,0.226,0,0.0,1,0.4857,-10.585,1,1953-01-01,0.0394,88.596,0.249,1953,2.1,1,1
97,4988,0.008159999999999999,0.6579999999999999,0.82,0,0.0,0,0.0839,-5.825,1,2016-09-23,0.0674,112.93799999999999,0.6970000000000001,2016,4.0,4,9
98,674,0.382,0.396,0.379,0,0.0,8,0.105,-14.235999999999999,1,1988-01-01,0.043,114.447,0.368,1988,3.3,3,1
99,12379,0.0661,0.7390000000000001,0.47100000000000003,1,9.779999999999999e-05,8,0.11599999999999999,-8.456,1,2018-09-28,0.0436,90.00200000000001,0.31,2018,3.2,4,9
100,6223,0.8540000000000001,0.59,0.7020000000000001,0,0.139125,10,0.262,-7.1770000000000005,0,1947-12-01,0.0706,115.36399999999999,0.762,1947,2.9,1,12
101,11671,0.0019199999999999998,0.956,0.72,1,0.0,10,0.11699999999999999,-2.73,0,2020-10-16,0.1452,127.943,0.282,2020,2.9,4,10
102,5719,0.0274,0.317,0.695,0,3.96e-06,0,0.4857,-7.233,1,1969-11-14,0.0363,136.144,0.428,1969,5.3,2,11
103,11230,0.401,0.731,0.573,1,5.22e-05,4,0.113,-10.059,0,2020-11-27,0.0544,109.928,0.145,2020,3.4,5,11
104,5318,0.983,0.295,0.278,0,0.000293,3,0.191,-13.65,1,1949-01-12,0.0402,181.437,0.6759999999999999,1949,3.4,1,1
105,3421,0.828,0.7140000000000001,0.36700000000000005,0,0.139125,5,0.11199999999999999,-12.855,1,1963-12-02,0.0328,107.32799999999999,0.633,1963,6.650000000000001,3,12
106,6692,0.56,0.35700000000000004,0.28800000000000003,0,6.94e-06,7,0.16399999999999998,-6.611000000000001,1,1967-01-01,0.0281,91.17399999999999,0.48700000000000004,1967,2.9,2,1
107,6270,0.507,0.345,0.584,0,0.139125,5,0.0805,-8.975,0,2012-03-31,0.0374,128.436,0.46399999999999997,2012,5.6,1,3
108,117,0.0323,0.5489999999999999,0.455,0,6.659999999999999e-05,1,0.19399999999999998,-13.142999999999999,0,1981-09-11,0.0319,145.126,0.524,1981,3.7,2,9
109,6720,0.7240000000000001,0.528,0.425,0,0.00207,7,0.11,-8.689,1,1968-01-01,0.027000000000000003,76.277,0.309,1968,2.6,2,1
110,15255,0.00231,0.313,0.895,0,0.000901,1,0.293,-5.101,1,1979-10-27,0.0567,127.44200000000001,0.609,1979,4.1,2,10
111,365,0.9520000000000001,0.0896,0.0232,0,0.0123,5,0.14,-24.282749999999997,1,1993-10-29,0.0482,169.338,0.0792,1993,3.6,3,10
112,3948,0.0178,0.43700000000000006,0.647,0,0.0,9,0.106,-5.371,1,2015-04-14,0.0371,176.032,0.218,2015,3.5,4,4
113,5779,0.00594,0.613,0.754,0,0.00031800000000000003,4,0.33,-8.191,0,1998-09-21,0.0318,104.65100000000001,0.5760000000000001,1998,4.1,3,9
114,13201,0.34,0.723,0.201,1,0.0,0,0.4857,-18.792,1,1929-01-01,0.1452,124.477,0.7759999999999999,1929,4.2,1,1
115,11769,0.0956,0.833,0.6809999999999999,0,0.0,1,0.0414,-6.028,0,2004-01-01,0.1452,95.48,0.887,2004,4.7,4,1
116,3637,0.0623,0.7509999999999999,0.938,0,0.0021,7,0.126,-9.898,1,1995-07-03,0.0617,120.038,0.767,1995,4.8,2,7
117,4518,0.847,0.16899999999999998,0.287,0,0.00168,7,0.0898,-14.232999999999999,1,1941-01-01,0.0364,101.42200000000001,0.319,1941,1.6,1,1
118,11725,0.856,0.253,0.18899999999999997,0,4.44e-06,8,0.11199999999999999,-17.741,1,1963-01-01,0.0348,133.591,0.14300000000000002,1963,2.5,2,1
119,5162,0.0217,0.581,0.5329999999999999,0,0.00539,4,0.259,-8.433,0,2018-04-20,0.0274,87.01700000000001,0.466,2018,3.9,4,4
120,6346,0.282,0.665,0.48700000000000004,0,0.0,10,0.16899999999999998,-10.529000000000002,1,1967-01-01,0.0442,126.137,0.43700000000000006,1967,3.5,2,1
121,805,0.0834,0.342,0.7809999999999999,0,0.0019100000000000002,2,0.204,-7.899,1,1976-01-04,0.10099999999999999,135.19799999999998,0.19699999999999998,1976,6.650000000000001,2,1
122,13465,0.0558,0.6859999999999999,0.332,0,0.0014199999999999998,7,0.368,-16.984,1,1987-01-01,0.0268,109.06700000000001,0.64,1987,3.4,3,1
123,2643,0.000193,0.5539999999999999,0.991,0,0.139125,7,0.245,-3.142,1,2020-12-29,0.0696,170.013,0.526,2020,5.7,1,12
124,567,0.764,0.703,0.18,0,0.0,2,0.12,-18.542,1,1970-07-07,0.0377,125.25,0.777,1970,3.2,2,7
125,9231,0.000132,0.534,0.787,0,0.0025,1,0.366,-10.579,0,1990-01-09,0.0429,83.896,0.319,1990,4.8,2,1
126,8225,0.424,0.63,0.17800000000000002,0,0.0,10,0.365,-22.076,0,1926-01-01,0.1452,171.11700000000002,0.19899999999999998,1926,2.3,1,1
127,7789,0.000421,0.263,0.828,0,0.018000000000000002,4,0.23199999999999998,-8.225,0,1996-06-17,0.0412,99.09200000000001,0.584,1996,6.650000000000001,3,6
128,1180,0.9640000000000001,0.414,0.187,0,0.0183,7,0.109,-13.253,1,2012-03-04,0.0326,127.323,0.276,2012,4.4,3,3
129,13287,0.28,0.809,0.575,0,0.122,11,0.41100000000000003,-11.967,1,1981-10-31,0.0275,96.179,0.966,1981,4.7,3,10
130,14664,0.986,0.588,0.37799999999999995,0,0.0286,2,0.16899999999999998,-15.305,1,1949-03-20,0.0547,169.23,0.961,1949,2.7,1,3
131,4895,0.991,0.38799999999999996,0.46399999999999997,0,0.139125,3,0.36200000000000004,-15.199000000000002,0,1930-01-01,0.114,117.14299999999999,0.55,1930,2.9,1,1
132,6924,0.8190000000000001,0.409,0.251,0,0.0,4,0.157,-8.872,0,2013-01-21,0.0812,197.69549999999998,0.17800000000000002,2013,4.2,1,1
133,7184,0.0002,0.597,0.976,0,0.000164,11,0.114,-3.998,0,2002-09-16,0.0646,97.59700000000001,0.584,2002,3.9,3,9
134,10521,0.0793,0.648,0.537,0,1.31e-05,7,0.45,-6.376,1,2004-01-01,0.0364,140.121,0.978,2004,3.4,3,1
135,9571,0.961,0.251,0.27699999999999997,0,1.64e-05,10,0.4857,-12.376,1,1934-01-01,0.0512,69.91199999999999,0.32299999999999995,1934,3.3,1,1
136,11588,0.377,0.628,0.138,1,0.0,7,0.354,-17.732,1,1940-01-01,0.1452,167.58599999999998,0.48700000000000004,1940,1.7,1,1
137,7764,0.00145,0.5920000000000001,0.782,0,0.139125,4,0.14800000000000002,-8.875,1,1981-12-09,0.0305,122.762,0.784,1981,5.1,2,12
138,11511,0.308,0.586,0.38799999999999996,0,0.139125,4,0.0958,-12.947000000000001,1,1992-04-21,0.0749,106.84299999999999,0.32899999999999996,1992,2.7,2,4
139,1066,0.275,0.6629999999999999,0.209,1,0.0,1,0.22,-16.303,1,1926-01-01,0.1452,91.444,0.602,1926,2.2,1,1
140,1469,0.076,0.899,0.626,0,0.0,6,0.0631,-4.228,0,2021-01-22,0.1452,88.007,0.873,2021,3.9,1,1
141,4662,0.281,0.644,0.58,0,0.0,11,0.0652,-6.819,1,1984-01-04,0.0226,96.475,0.591,1984,3.7,4,1
142,5881,0.517,0.524,0.318,0,2.14e-06,5,0.142,-13.321,1,1962-08-20,0.0555,147.781,0.843,1962,2.3,2,8
143,15254,0.358,0.6990000000000001,0.6990000000000001,0,0.0,8,0.0912,-5.564,0,2007-01-10,0.0737,94.977,0.611,2007,3.4,4,1
144,12285,0.98,0.06749999999999978,0.0196,0,0.139125,2,0.0611,-24.282749999999997,1,1978-01-01,0.0513,197.69549999999998,0.0383,1978,4.2,1,1
145,14424,0.406,0.682,0.7,0,0.0,6,0.174,-5.591,1,2020-10-01,0.0397,120.03,0.637,2020,3.1,5,10
146,9111,0.6729999999999999,0.503,0.344,0,0.139125,1,0.096,-19.024,1,1993-01-01,0.0369,108.48899999999999,0.46799999999999997,1993,3.2,3,1
147,15393,0.0018100000000000002,0.594,0.946,0,1.04e-06,8,0.4857,-3.408,1,2017-02-13,0.126,110.024,0.665,2017,3.9,4,2
148,3738,0.0222,0.652,0.6709999999999999,1,0.0,2,0.107,-5.89,1,2020-10-07,0.0756,84.008,0.27399999999999997,2020,3.0,4,10
149,104,0.613,0.442,0.6629999999999999,0,3.46e-06,0,0.254,-5.048,1,1965-01-09,0.0284,149.666,0.96,1965,3.4,1,1
150,2633,0.0951,0.431,0.894,1,0.0,5,0.188,-2.673,0,2010-01-01,0.1452,162.161,0.605,2010,4.3,4,1
151,1160,0.941,0.19699999999999998,0.451,0,0.00143,9,0.21899999999999997,-8.465,1,1949-01-01,0.0358,85.785,0.43799999999999994,1949,2.9,1,1
152,6547,0.409,0.648,0.449,0,0.0301,7,0.198,-10.515999999999998,0,1962-01-01,0.1452,62.257,0.306,1962,2.1,1,1
153,8040,0.87,0.275,0.381,0,0.139125,2,0.0865,-18.374000000000002,0,1974-02-20,0.042,148.955,0.0648,1974,6.650000000000001,2,2
154,1822,0.853,0.607,0.255,0,6.57e-06,2,0.075,-10.94,0,1958-01-01,0.0442,115.52,0.361,1958,2.5,1,1
155,10759,0.0516,0.61,0.7240000000000001,0,0.0,0,0.0528,-10.895999999999999,0,1989-11-22,0.044000000000000004,113.29,0.7340000000000001,1989,4.3,2,11
156,7424,0.8390000000000001,0.38299999999999995,0.29,0,0.0333,5,0.239,-12.962,1,2010-06-06,0.0451,117.899,0.10300000000000001,2010,4.6,1,6
157,12600,0.0163,0.294,0.6409999999999999,0,0.139125,11,0.11199999999999999,-9.316,1,1991-09-17,0.0291,79.759,0.226,1991,6.650000000000001,4,9
158,1954,0.0925,0.317,0.562,0,0.0,11,0.4857,-8.719,1,2006-01-01,0.0343,76.915,0.218,2006,5.5,3,1
159,12829,0.207,0.575,0.46299999999999997,0,0.139125,0,0.126,-10.985999999999999,0,1999-09-21,0.0242,93.02600000000001,0.27899999999999997,1999,4.6,3,9
160,9285,0.0962,0.292,0.585,0,4.5799999999999995e-05,2,0.0558,-8.897,0,1978-01-01,0.0344,145.42,0.27399999999999997,1978,5.6,2,1
161,2920,0.764,0.44,0.324,0,0.0609,0,0.341,-16.812,1,2020-12-15,0.0352,98.61,0.34,2020,6.650000000000001,1,12
162,4744,0.335,0.5379999999999999,0.373,0,0.139125,9,0.182,-16.250999999999998,1,1973-06-18,0.0336,145.347,0.456,1973,6.0,2,6
163,1704,0.13,0.252,0.802,0,0.0146,7,0.309,-3.9760000000000004,1,1986-08-16,0.0391,150.056,0.253,1986,5.1,4,8
164,11607,0.835,0.609,0.37799999999999995,0,0.0,4,0.28,-9.828,1,2015-11-13,0.1452,100.41799999999999,0.515,2015,3.9,5,11
165,13330,0.00373,0.662,0.727,0,0.139125,1,0.313,-9.191,0,2013-10-05,0.0357,133.994,0.135,2013,4.2,1,10
166,2849,0.00042800000000000005,0.5920000000000001,0.907,1,2.09e-05,7,0.0681,-3.6510000000000002,1,2001-11-09,0.0541,135.674,0.919,2001,4.3,3,11
167,13519,0.337,0.6679999999999999,0.8740000000000001,0,2.13e-06,5,0.0338,-8.751,0,2000-01-01,0.0469,187.435,0.9209999999999999,2000,4.2,4,1
168,3942,0.11,0.632,0.639,0,0.0,9,0.4857,-7.999,1,2020-02-28,0.0313,124.946,0.737,2020,3.6,1,2
169,6373,0.753,0.633,0.368,0,7.57e-05,3,0.1,-11.085999999999999,1,1998-07-14,0.0376,123.883,0.275,1998,2.8,3,7
170,11360,0.815,0.435,0.38799999999999996,0,0.0,0,0.303,-12.162,1,1945-01-01,0.0551,90.476,0.5920000000000001,1945,3.5,1,1
171,11342,0.943,0.373,0.182,0,0.139125,2,0.11,-16.035999999999998,1,1954-01-01,0.0319,84.90799999999999,0.0879,1954,2.2,1,1
172,11930,0.0711,0.465,0.735,1,0.0,6,0.0975,-3.715,1,2016-10-06,0.11699999999999999,173.935,0.409,2016,3.3,4,10
173,9544,0.009000000000000001,0.72,0.672,0,0.0,7,0.23199999999999998,-6.852,1,2009-03-30,0.0551,124.986,0.705,2009,3.4,4,3
174,8602,0.0836,0.9129999999999999,0.505,1,0.0,6,0.299,-15.59,0,1991-01-01,0.1452,111.43,0.841,1991,2.8,2,1
175,8336,0.07200000000000001,0.851,0.703,0,0.0,10,0.201,-9.814,0,1993-01-01,0.12,89.789,0.644,1993,4.1,3,1
176,2302,0.0321,0.491,0.897,0,0.0,9,0.35600000000000004,-5.393,0,1997-01-01,0.0312,125.477,0.7829999999999999,1997,4.5,3,1
177,11429,0.368,0.583,0.602,0,0.0,11,0.22,-6.364,1,1984-05-14,0.0274,74.008,0.38799999999999996,1984,3.8,4,5
178,3563,0.737,0.652,0.456,0,0.0,9,0.235,-9.673,1,1993-01-01,0.0569,121.98299999999999,0.966,1993,2.3,3,1
